"TOA5","24368","CR1000","24368","CR1000.Std.16","CPU:EL-RD1050727.CR1","18094","Table2"
"TIMESTAMP","RECORD","AirTC_Avg","RH_Avg","Soil_T_Avg","Rain_05mm_Tot","Rain_01mm_Tot","Solar_q1_Avg","Solar_Wm2_Avg","BattV","Press_bar_Avg","WS_ms_S_WVT","WindDir_D1_WVT"
"TS","RN","Deg C","%","Deg C","Counts/Hz","mm","mV","mV","Volts","mV","meters/second","Deg"
"","","Avg","Avg","Avg","Tot","Tot","Avg","Avg","Smp","Avg","WVc","WVc"
"2019-03-07 00:00:00",22712,7.679,100,19.98,1.5,1.2,0.334,0,12.71,814,1.541,87.3
"2019-03-07 01:00:00",22713,7.618,100,19.95,0,0.1,0.223,0,12.69,813,0.33,151.9
"2019-03-07 02:00:00",22714,7.503,100,19.91,0.5,0.3,0.223,0,12.68,813,1.102,145.2
"2019-03-07 03:00:00",22715,7.337,100,19.88,1,1,0.223,0,12.67,813,1.424,162.2
"2019-03-07 04:00:00",22716,7.144,100,19.84,1.5,2,0,0,12.65,812,1.423,153.4
"2019-03-07 05:00:00",22717,7.104,100,19.79,1.5,1.4,0,0.042,12.64,812,0.882,150.3
"2019-03-07 06:00:00",22718,6.921,100,19.75,1.5,1.7,0.334,0,12.63,812,1.083,154.7
"2019-03-07 07:00:00",22719,6.679,100,19.7,1.5,1.9,22.85,5.77,12.65,813,1.983,168.6
"2019-03-07 08:00:00",22720,5.978,100,19.65,4,3.8,40.13,23.08,12.94,813,1.536,166.9
"2019-03-07 09:00:00",22721,6.168,100,19.59,3,3.2,120.9,59.69,13.42,814,1.691,163.2
"2019-03-07 10:00:00",22722,5.222,100,19.52,3,3,167.3,81.2,13.47,814,1.73,124.5
"2019-03-07 11:00:00",22723,6.08,100,19.46,3.5,3.8,220.3,106.9,13.61,814,2.925,168
"2019-03-07 12:00:00",22724,6.381,100,19.39,3,2.8,312.5,156.3,13.85,814,3.044,173.3
"2019-03-07 13:00:00",22725,6.319,100,19.31,1.5,1.6,309.5,150.1,13.72,814,2.339,165.3
"2019-03-07 14:00:00",22726,7.119,100,19.26,0.5,0.7,473.4,242.3,13.68,813,1.636,158.1
"2019-03-07 15:00:00",22727,6.537,100,19.22,1,1.2,333,162.2,14.1,813,2.401,166.1
"2019-03-07 16:00:00",22728,5.782,100,19.2,0.5,0.5,253.8,122,13.86,813,1.209,159.8
"2019-03-07 17:00:00",22729,4.709,100,19.2,1.5,1.3,139.7,66.22,13.8,813,1.528,108.1
"2019-03-07 18:00:00",22730,3.822,100,19.18,2,2.1,37.23,11.67,13.01,813,1.627,52.27
"2019-03-07 19:00:00",22731,2.575,100,19.17,1.5,1.8,0.669,0.073,12.93,813,2.667,356.9
"2019-03-07 20:00:00",22732,2.797,100,19.14,1,1.2,0.446,0,12.87,813,1.801,136.1
"2019-03-07 21:00:00",22733,5.029,100,19.09,1,0.4,0.892,0.146,12.83,813,1.111,76.13
"2019-03-07 22:00:00",22734,4.226,100,19.03,0,0.2,0.334,0.127,12.79,813,2.933,160.4
"2019-03-07 23:00:00",22735,3.772,100,18.97,1,1.3,0.446,0.049,12.76,813,3.149,164.7
"2019-03-08 00:00:00",22736,3.192,100,18.91,2,2,0.892,0,12.73,813,3.202,158.3
"2019-03-08 01:00:00",22737,2.952,100,18.84,1.5,1.9,0.557,0,12.71,813,2.226,160.9
"2019-03-08 02:00:00",22738,2.988,100,18.77,1,0.8,0.223,0,12.69,812,2.658,174.3
"2019-03-08 03:00:00",22739,2.925,100,18.7,1,1.4,0.446,0,12.68,812,3.617,170.9
"2019-03-08 04:00:00",22740,2.855,100,18.62,1,0.8,0.111,0,12.66,812,2.732,163.4
"2019-03-08 05:00:00",22741,2.995,100,18.54,2.5,2.9,0.892,0,12.64,813,0.446,177.6
"2019-03-08 06:00:00",22742,3.288,100,18.45,2,2.2,0.892,0,12.63,813,1.828,177
"2019-03-08 07:00:00",22743,3.457,100,18.36,1,0.9,31.55,6.713,12.67,813,2.839,179.2
"2019-03-08 08:00:00",22744,3.852,100,18.29,1,1.1,69.94,40.65,13.58,814,3.033,173.6
"2019-03-08 09:00:00",22745,5.388,100,18.22,0,0.2,366.7,197.5,13.52,814,2.695,164.1
"2019-03-08 10:00:00",22746,5.869,100,18.15,2,2,270.8,140.3,13.75,815,2.211,166.3
"2019-03-08 11:00:00",22747,8.01,100,18.1,1,1,575.7,314.6,13.67,815,1.846,171.6
"2019-03-08 12:00:00",22748,8.96,100,18.08,0.5,0.2,694,387.4,13.68,815,2.55,172.7
"2019-03-08 13:00:00",22749,8.59,99.9,18.08,0.5,0.6,570.6,306.5,13.65,815,1.931,179.1
