"TOA5","21434","CR1000","21434","CR1000.Std.15","CPU:EL-RD1030613.CR1","49067","Table3"
"TIMESTAMP","RECORD","AirTC_Avg","RH_Avg","Soil_T_Avg","Rain_05mm_Tot","Rain_01mm_Tot","Solar_q1_Avg","Solar_Wm2_Avg","BattV","Press_bar_Avg","WS_ms_S_WVT","WindDir_D1_WVT"
"TS","RN","Deg C","%","Deg C","Counts/Hz","mm","mV","mV","Volts","mV","meters/second","Deg"
"","","Avg","Avg","Avg","Tot","Tot","Avg","Avg","Smp","Avg","WVc","WVc"
"2019-03-07 00:00:00",1727,11.45,97.7,12.32,8.5,0,215.3,11.41,12.84,833,1.297,250.6
"2019-03-08 00:00:00",1728,5.216,100,10.67,41,0,52.38,2.168,12.74,832,0.424,134.9
"2019-03-09 00:00:00",1729,7.198,100,9.81,25.5,0,109.1,6.361,12.91,833,0.502,147.5
"2019-03-10 00:00:00",1730,10.55,100,10.72,32,0,87.9,4.422,12.9,830,0.86,267.2
"2019-03-11 00:00:00",1731,11.16,93.2,11.5,19,0,199.4,10.37,12.94,830,1.226,273.5
"2019-03-12 00:00:00",1732,7.197,100,11,1,0,89.5,5.553,12.92,829,0.488,126.1
"2019-03-13 00:00:00",1733,8.85,93.1,11.35,0,0,394.5,22.24,12.86,834,0.602,171.7
"2019-03-14 00:00:00",1734,7.928,99.9,10.85,9,0,66.35,3.471,12.8,838,0.462,221.8
"2019-03-15 00:00:00",1735,10.26,97.4,10.96,1,0,196.3,12.41,12.88,839,0.541,227
"2019-03-16 00:00:00",1736,7.312,100,11.12,2,0,73.96,4.028,12.81,838,0.719,225.1
"2019-03-17 00:00:00",1737,5.984,96.8,10.18,0,0,114.2,7.511,12.83,838,0.286,216.1
"2019-03-18 00:00:00",1738,9.85,98.6,10.44,0,0,106.7,6.844,12.89,839,0.496,242.2
"2019-03-19 00:00:00",1739,12.51,96.5,11.5,0.5,0,208.4,12.98,12.92,838,0.874,240.4
"2019-03-20 00:00:00",1740,12.05,96.5,12.04,0,0,248.7,15.22,12.9,838,0.954,232.3
"2019-03-21 00:00:00",1741,13.96,90.8,12.77,0,0,413.8,22.74,12.91,837,1.014,244.3
"2019-03-22 00:00:00",1742,16.3,85.4,13.71,0,0,417.4,20.99,12.99,837,0.997,256.5
"2019-03-23 00:00:00",1743,11.65,100,13.13,0,0,104.1,6.547,12.94,835,0.57,204.5
"2019-03-24 00:00:00",1744,7.939,100,12.41,0,0,142.2,9.75,12.9,836,0.545,131.2
"2019-03-25 00:00:00",1745,7.712,100,11.15,0,0,110.9,7.063,12.85,836,0.562,175.1
"2019-03-26 00:00:00",1746,10.31,100,11.32,0.5,0,78.42,4.726,12.82,836,1.181,267.7
"2019-03-27 00:00:00",1747,9.86,97.3,11.46,0,0,288,18.43,12.85,841,1.029,234
"2019-03-28 00:00:00",1748,13.54,91.7,12.83,0,0,404.6,21.49,12.9,840,0.983,234
"2019-03-29 00:00:00",1749,14.43,88.7,13.82,0,0,407.4,23.26,12.93,835,0.855,256.1
"2019-03-30 00:00:00",1750,13.54,96.1,13.56,0,0,193.3,10.59,12.9,832,0.71,235.4
"2019-03-31 00:00:00",1751,13.23,97.2,13.72,0.5,0,184.1,12.03,12.93,836,0.748,194.4
"2019-04-01 00:00:00",1752,9.4,100,12.88,0,0,70.71,3.738,12.87,839,0.392,131.7
"2019-04-02 00:00:00",1753,7.527,100,11.65,0,0,57.97,2.409,12.79,839,0.262,135.9
"2019-04-03 00:00:00",1754,10.53,98.4,11.97,0,0,195.3,13.06,12.87,838,0.459,134.9
"2019-04-04 00:00:00",1755,12.73,98.2,12.51,0,0,126.2,7.199,12.88,839,0.494,240.7
"2019-04-05 00:00:00",1756,14.65,95.2,13.54,0,0,250.4,12.96,12.9,839,0.65,243.1
"2019-04-06 00:00:00",1757,15.02,94.1,14.14,0,0,205.8,10.17,12.89,836,0.9,246.8
"2019-04-07 00:00:00",1758,13.52,92.9,14.43,0,0,361.7,18.16,12.93,835,0.914,244.3
"2019-04-08 00:00:00",1759,14.9,90,14.75,0,0,337.1,16.42,12.9,836,0.925,244.9
"2019-04-09 00:00:00",1760,15.25,91.1,15.16,0,0,328.9,15.78,12.92,838,0.777,252.4
"2019-04-10 00:00:00",1761,15.93,88.5,15.56,0,0,446.3,25.41,12.95,836,1.05,241.4
"2019-04-11 00:00:00",1762,18.41,75.9,16.22,0,0,381.8,17.4,12.94,836,0.968,262.2
"2019-04-12 00:00:00",1763,14.58,97.7,16.27,0,0,290.5,19.38,12.94,833,0.67,144.8
"2019-04-13 00:00:00",1764,10.94,100,15.32,0,0,176.4,13.77,12.89,835,0.651,136.3
